locnumber;standyear;rotation;clone;repetition;shoots;dbh1;d0.1 1;dbh2;d0.1 2;dbh3;d0.1 3;dbh4;d0.1 4;dbh5;d0.1 5;dbh6;d0.1 6;dbh7;d0.1 7;dbh8;d0.1 8;dbh9;d0.1 9;dbh10;d0.1 10;dbh11;d0.1 11;dbh12;dbh13;dbh14;dbh15;height;l 1;l 2;l 3;l 4;l 5;l 6;l 7;l 8;l 9;l 10;l 11;l 12;l 13;remark;location;acqdate;treenumber
37;3;1;2;2;1;25;36;;;;;;;;;;;;;;;;;;;;;;;;;;40,9;;;;;;;;;;;;;;;20101109;73
37;3;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;74
37;3;1;2;2;1;14;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;75
37;3;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;76
37;3;1;2;2;1;10;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;77
37;3;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;78
37;3;1;2;2;1;10;16;;;;;;;;;;;;;;;;;;;;;;;;;;23,6;;;;;;;;;;;;;;;20101109;79
37;3;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;80
37;3;1;2;2;1;37;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;81
37;3;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;82
37;3;1;2;2;1;40;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;83
37;3;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;84
37;3;1;2;2;1;9;13;;;;;;;;;;;;;;;;;;;;;;;;;;21,3;;;;;;;;;;;;;;;20101109;85
37;3;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;86
37;3;1;2;2;1;7;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;87
37;3;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;88
37;3;1;2;2;1;12;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;89
37;3;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;90
37;3;1;2;2;1;53;71;;;;;;;;;;;;;;;;;;;;;;;;;;56,4;;;;;;;;;;;;;;;20101109;91
37;3;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;92
37;3;1;2;2;1;29;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;93
37;3;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;94
37;3;1;2;2;1;17;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;95
37;3;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;96
37;3;1;3;2;1;42;53;;;;;;;;;;;;;;;;;;;;;;;;;;64;;;;;;;;;;;;;;;20101109;49
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;50
37;3;1;3;2;1;52;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;51
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;52
37;3;1;3;2;1;30;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;53
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;54
37;3;1;3;2;1;27;34;;;;;;;;;;;;;;;;;;;;;;;;;;48,05;;;;;;;;;;;;;;;20101109;55
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;56
37;3;1;3;2;1;40;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;57
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;58
37;3;1;3;2;1;43;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;59
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;60
37;3;1;3;2;2;21;26;28;39;;;;;;;;;;;;;;;;;;;;;;;;35,8;41,35;;;;;;;;;;;;;;20101109;61
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;62
37;3;1;3;2;1;28;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;63
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;64
37;3;1;3;2;2;27;38;49;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;65
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;66
37;3;1;3;2;2;57;72;12;20;;;;;;;;;;;;;;;;;;;;;;;;65,35;31;;;;;;;;;;;;;;20101109;67
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;68
37;3;1;3;2;1;42;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;69
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;70
37;3;1;3;2;1;22;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;71
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;72
37;3;1;3;2;1;43;56;;;;;;;;;;;;;;;;;;;;;;;;;;56,2;;;;;;;;;;;;;;;20101109;73
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;74
37;3;1;3;2;2;23;31;27;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;75
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;76
37;3;1;3;2;1;26;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;77
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;78
37;3;1;3;2;1;36;51;;;;;;;;;;;;;;;;;;;;;;;;;;47,3;;;;;;;;;;;;;;;20101109;79
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;80
37;3;1;3;2;1;51;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;81
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;82
37;3;1;3;2;1;47;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;83
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;84
37;3;1;3;2;1;42;51;;;;;;;;;;;;;;;;;;;;;;;;;;55,7;;;;;;;;;;;;;;;20101109;85
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;86
37;3;1;3;2;1;13;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;87
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;88
37;3;1;3;2;1;30;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;89
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;90
37;3;1;3;2;2;15;20;33;45;;;;;;;;;;;;;;;;;;;;;;;;31,05;48;;;;;;;;;;;;;;20101109;91
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;92
37;3;1;3;2;1;23;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;93
37;3;1;3;2;1;39;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;94
37;3;1;3;2;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;95
37;3;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;96
37;3;1;4;2;3;30;39;30;36;15;20;;;;;;;;;;;;;;;;;;;;;;58,15;53,7;34,6;;;;;;;;;;;;;20101109;49
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;50
37;3;1;4;2;3;29;39;22;27;24;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;51
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;52
37;3;1;4;2;2;27;39;40;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;53
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;54
37;3;1;4;2;2;27;32;9;12;;;;;;;;;;;;;;;;;;;;;;;;58,1;34,85;;;;;;;;;;;;;;20101109;55
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;56
37;3;1;4;2;2;23;29;12;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;57
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;58
37;3;1;4;2;2;29;41;41;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;59
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;60
37;3;1;4;2;3;37;46;36;49;20;33;;;;;;;;;;;;;;;;;;;;;;65,5;67,8;45;;;;;;;;;;;;;20101109;61
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;62
37;3;1;4;2;7;13;19;16;21;11;14;41;47;26;27;12;18;12;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;63
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;64
37;3;1;4;2;2;29;38;29;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;65
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;66
37;3;1;4;2;1;39;54;;;;;;;;;;;;;;;;;;;;;;;;;;70,8;;;;;;;;;;;;;;;20101109;67
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;68
37;3;1;4;2;2;39;48;24;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;69
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;70
37;3;1;4;2;2;31;41;32;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;71
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;72
37;3;1;4;2;2;29;36;31;39;;;;;;;;;;;;;;;;;;;;;;;;61,7;62,8;;;;;;;;;;;;;;20101109;73
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;74
37;3;1;4;2;4;12;17;36;50;41;53;16;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;75
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;76
37;3;1;4;2;4;35;48;12;16;41;49;11;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;77
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;78
37;3;1;4;2;2;27;42;30;38;;;;;;;;;;;;;;;;;;;;;;;;56,25;54,45;;;;;;;;;;;;;;20101109;79
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;80
37;3;1;4;2;2;37;47;36;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;81
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;82
37;3;1;4;2;2;36;47;41;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;83
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;84
37;3;1;4;2;2;30;39;34;43;;;;;;;;;;;;;;;;;;;;;;;;61,7;68,1;;;;;;;;;;;;;;20101109;85
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;86
37;3;1;4;2;2;33;39;32;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;87
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;88
37;3;1;4;2;1;12;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;89
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;90
37;3;1;4;2;1;5;9;;;;;;;;;;;;;;;;;;;;;;;;;;18,8;;;;;;;;;;;;;;;20101109;91
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;92
37;3;1;4;2;1;7;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;93
37;3;1;4;2;1;7;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;94
37;3;1;4;2;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;95
37;3;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;96
37;3;1;5;2;2;35;51;34;40;;;;;;;;;;;;;;;;;;;;;;;;70,45;71,9;;;;;;;;;;;;;;20101109;49
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;50
37;3;1;5;2;2;29;41;33;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;51
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;52
37;3;1;5;2;2;27;32;30;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;53
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;54
37;3;1;5;2;1;39;51;;;;;;;;;;;;;;;;;;;;;;;;;;70,65;;;;;;;;;;;;;;;20101109;55
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;56
37;3;1;5;2;1;41;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;57
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;58
37;3;1;5;2;1;29;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;59
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;60
37;3;1;5;2;2;28;35;22;29;;;;;;;;;;;;;;;;;;;;;;;;56,75;52,9;;;;;;;;;;;;;;20101109;61
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;62
37;3;1;5;2;1;32;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;63
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;64
37;3;1;5;2;2;34;40;40;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;65
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;66
37;3;1;5;2;1;26;32;;;;;;;;;;;;;;;;;;;;;;;;;;62,2;;;;;;;;;;;;;;;20101109;67
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;68
37;3;1;5;2;1;20;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;69
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;70
37;3;1;5;2;2;27;39;19;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;71
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;72
37;3;1;5;2;2;35;47;30;41;;;;;;;;;;;;;;;;;;;;;;;;69,35;67;;;;;;;;;;;;;;20101109;73
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;74
37;3;1;5;2;1;39;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;75
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;76
37;3;1;5;2;1;37;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;77
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;78
37;3;1;5;2;4;33;43;26;39;13;18;20;27;;;;;;;;;;;;;;;;;;;;63,85;58,15;38,6;46;;;;;;;;;;;;20101109;79
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;80
37;3;1;5;2;1;31;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;81
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;82
37;3;1;5;2;2;32;41;29;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;83
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;84
37;3;1;5;2;2;10;14;27;34;;;;;;;;;;;;;;;;;;;;;;;;31,45;65,75;;;;;;;;;;;;;;20101109;85
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;86
37;3;1;5;2;2;6;12;20;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;87
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;88
37;3;1;5;2;2;27;33;26;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;89
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;90
37;3;1;5;2;2;30;36;36;43;;;;;;;;;;;;;;;;;;;;;;;;66,85;65,4;;;;;;;;;;;;;;20101109;91
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;92
37;3;1;5;2;2;27;36;31;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;93
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;94
37;3;1;5;2;2;30;34;26;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;95
37;3;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;96
37;3;1;1;3;1;31;42;;;;;;;;;;;;;;;;;;;;;;;;;;50,1;;;;;;;;;;;;;;;20101109;97
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;98
37;3;1;1;3;1;40;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;99
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;100
37;3;1;1;3;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;101
37;3;1;1;3;2;42;50;12;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;102
37;3;1;1;3;1;38;50;;;;;;;;;;;;;;;;;;;;;;;;;;57,5;;;;;;;;;;;;;;;20101109;103
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;104
37;3;1;1;3;2;38;49;9;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;105
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;106
37;3;1;1;3;1;36;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;107
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;108
37;3;1;1;3;2;29;47;20;26;;;;;;;;;;;;;;;;;;;;;;;;59,2;33,2;;;;;;;;;;;;;;20101109;109
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;110
37;3;1;1;3;1;41;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;111
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;112
37;3;1;1;3;2;49;61;22;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;113
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;114
37;3;1;1;3;1;29;37;;;;;;;;;;;;;;;;;;;;;;;;;;47,85;;;;;;;;;;;;;;;20101109;115
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;116
37;3;1;1;3;2;31;40;9;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;117
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;118
37;3;1;1;3;1;36;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;119
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;120
37;3;1;1;3;1;10;13;;;;;;;;;;;;;;;;;;;;;;;;;;27,15;;;;;;;;;;;;;;;20101109;121
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;122
37;3;1;1;3;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;123
37;3;1;1;3;1;43;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;124
37;3;1;1;3;1;39;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;125
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;126
37;3;1;1;3;1;39;47;;;;;;;;;;;;;;;;;;;;;;;;;;57,25;;;;;;;;;;;;;;;20101109;127
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;128
37;3;1;1;3;1;34;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;129
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;130
37;3;1;1;3;2;29;39;13;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;131
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;132
37;3;1;1;3;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;133
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;134
37;3;1;1;3;1;41;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;135
37;3;1;1;3;2;29;49;12;23;;;;;;;;;;;;;;;;;;;;;;;;52,2;29;;;;;;;;;;;;;;20101109;136
37;3;1;1;3;1;39;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;137
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;138
37;3;1;1;3;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;139
37;3;1;1;3;3;29;39;15;28;8;15;;;;;;;;;;;;;;;;;;;;;;52,8;33,4;13;;;;;;;;;;;;;20101109;140
37;3;1;1;3;2;38;42;17;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;141
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;142
37;3;1;1;3;1;44;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;143
37;3;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;144
37;3;1;2;3;1;16;23;;;;;;;;;;;;;;;;;;;;;;;;;;33,7;;;;;;;;;;;;;;;20101109;97
37;3;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;98
37;3;1;2;3;1;14;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;99
37;3;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;100
37;3;1;2;3;1;17;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;101
37;3;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20101109;102
